time:,Px,Py,Pz,Vx,Vy,Vz,Ax,Ay,Az,Jx,Jy,Jz,Sx,Sy,Sz
0.47000000000000025,0.09200833333333329,0.09200833333333329,0.07725800000000005,0.4385000000000002,0.4385000000000002,0.3957000000000005,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.48000000000000026,0.09644499999999995,0.09644499999999995,0.08126600000000005,0.44900000000000023,0.44900000000000023,0.4060000000000005,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.49000000000000027,0.10098666666666661,0.10098666666666661,0.08537700000000005,0.45950000000000024,0.45950000000000024,0.41630000000000056,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5000000000000002,0.10563333333333327,0.10563333333333327,0.08959100000000005,0.47000000000000025,0.47000000000000025,0.4266000000000006,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5100000000000002,0.11038499999999994,0.11038499999999994,0.09390800000000005,0.48050000000000026,0.48050000000000026,0.4369000000000006,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5200000000000002,0.1152416666666666,0.1152416666666666,0.09832800000000005,0.49100000000000027,0.49100000000000027,0.44720000000000065,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5300000000000002,0.12020333333333326,0.12020333333333326,0.10285100000000005,0.5015000000000002,0.5015000000000002,0.4575000000000007,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5400000000000003,0.12526999999999994,0.12526999999999994,0.10747700000000006,0.5120000000000001,0.5120000000000001,0.4678000000000007,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5500000000000003,0.13044166666666662,0.13044166666666662,0.11220600000000006,0.5225000000000001,0.5225000000000001,0.47810000000000075,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5600000000000003,0.1357183333333333,0.1357183333333333,0.11703800000000006,0.533,0.533,0.4884000000000008,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5700000000000003,0.14109999999999998,0.14109999999999998,0.12197300000000007,0.5435,0.5435,0.4987000000000008,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5800000000000003,0.14658666666666664,0.14658666666666664,0.12701100000000007,0.5539999999999999,0.5539999999999999,0.5090000000000008,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.5900000000000003,0.1521783333333333,0.1521783333333333,0.13215200000000007,0.5644999999999999,0.5644999999999999,0.5193000000000008,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6000000000000003,0.157875,0.157875,0.13739600000000007,0.5749999999999998,0.5749999999999998,0.5296000000000007,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6100000000000003,0.16367666666666666,0.16367666666666666,0.14274300000000006,0.5854999999999998,0.5854999999999998,0.5399000000000007,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6200000000000003,0.16958333333333334,0.16958333333333334,0.14819300000000007,0.5959999999999998,0.5959999999999998,0.5502000000000007,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6300000000000003,0.175595,0.175595,0.15374600000000008,0.6064999999999997,0.6064999999999997,0.5605000000000007,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6400000000000003,0.18171166666666666,0.18171166666666666,0.15940200000000007,0.6169999999999997,0.6169999999999997,0.5708000000000006,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6500000000000004,0.18793333333333334,0.18793333333333334,0.16516100000000009,0.6274999999999996,0.6274999999999996,0.5811000000000006,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6600000000000004,0.19426000000000002,0.19426000000000002,0.1710230000000001,0.6379999999999996,0.6379999999999996,0.5914000000000006,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6700000000000004,0.20069166666666668,0.20069166666666668,0.1769880000000001,0.6484999999999995,0.6484999999999995,0.6017000000000006,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6800000000000004,0.20722833333333335,0.20722833333333335,0.18305600000000008,0.6589999999999995,0.6589999999999995,0.6120000000000005,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.6900000000000004,0.21387,0.21387,0.1892270000000001,0.6694999999999994,0.6694999999999994,0.6223000000000005,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7000000000000004,0.22061666666666668,0.22061666666666668,0.1955010000000001,0.6799999999999994,0.6799999999999994,0.6326000000000005,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7100000000000004,0.22746833333333336,0.22746833333333336,0.20187800000000009,0.6904999999999993,0.6904999999999993,0.6429000000000005,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7200000000000004,0.23442500000000002,0.23442500000000002,0.2083580000000001,0.7009999999999993,0.7009999999999993,0.6532000000000004,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7300000000000004,0.24148666666666668,0.24148666666666668,0.2149410000000001,0.7114999999999992,0.7114999999999992,0.6635000000000004,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7400000000000004,0.24865333333333334,0.24865333333333334,0.2216270000000001,0.7219999999999992,0.7219999999999992,0.6738000000000004,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7500000000000004,0.255925,0.255925,0.2284160000000001,0.7324999999999992,0.7324999999999992,0.6841000000000004,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7600000000000005,0.26330166666666666,0.26330166666666666,0.2353080000000001,0.7429999999999991,0.7429999999999991,0.6944000000000004,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7700000000000005,0.2707833333333333,0.2707833333333333,0.2423030000000001,0.7534999999999991,0.7534999999999991,0.7047000000000003,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7800000000000005,0.27837,0.27837,0.2494010000000001,0.763999999999999,0.763999999999999,0.7150000000000003,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.7900000000000005,0.28606166666666666,0.28606166666666666,0.25660200000000005,0.774499999999999,0.774499999999999,0.7253000000000003,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8000000000000005,0.29385833333333333,0.29385833333333333,0.26390600000000003,0.7849999999999989,0.7849999999999989,0.7356000000000003,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8100000000000005,0.30176,0.30176,0.271313,0.7954999999999989,0.7954999999999989,0.7459000000000002,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8200000000000005,0.30976666666666663,0.30976666666666663,0.278823,0.8059999999999988,0.8059999999999988,0.7562000000000002,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8300000000000005,0.3178783333333333,0.3178783333333333,0.28643599999999997,0.8164999999999988,0.8164999999999988,0.7665000000000002,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8400000000000005,0.32609499999999997,0.32609499999999997,0.2941519999999999,0.8269999999999987,0.8269999999999987,0.7768000000000002,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8500000000000005,0.33441666666666664,0.33441666666666664,0.3019709999999999,0.8374999999999987,0.8374999999999987,0.7871000000000001,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8600000000000005,0.3428433333333333,0.3428433333333333,0.30989299999999986,0.8479999999999986,0.8479999999999986,0.7974000000000001,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8700000000000006,0.35137499999999994,0.35137499999999994,0.3179179999999998,0.8584999999999986,0.8584999999999986,0.8077000000000001,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8800000000000006,0.3600116666666666,0.3600116666666666,0.3260459999999998,0.8689999999999986,0.8689999999999986,0.8180000000000001,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.8900000000000006,0.36875333333333327,0.36875333333333327,0.33427699999999977,0.8794999999999985,0.8794999999999985,0.8283,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9000000000000006,0.37759999999999994,0.37759999999999994,0.3426109999999997,0.8899999999999985,0.8899999999999985,0.8386,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9100000000000006,0.38655166666666657,0.38655166666666657,0.3510479999999997,0.9004999999999984,0.9004999999999984,0.8489,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9200000000000006,0.39560833333333323,0.39560833333333323,0.3595879999999997,0.9109999999999984,0.9109999999999984,0.8592,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9300000000000006,0.4047699999999999,0.4047699999999999,0.36823099999999964,0.9214999999999983,0.9214999999999983,0.8694999999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9400000000000006,0.41403666666666655,0.41403666666666655,0.3769769999999996,0.9319999999999983,0.9319999999999983,0.8797999999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9500000000000006,0.4234083333333332,0.4234083333333332,0.38582599999999956,0.9424999999999982,0.9424999999999982,0.8900999999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9600000000000006,0.43288499999999985,0.43288499999999985,0.3947779999999995,0.9529999999999982,0.9529999999999982,0.9003999999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9700000000000006,0.4424666666666665,0.4424666666666665,0.4038329999999995,0.9634999999999981,0.9634999999999981,0.9106999999999998,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9800000000000006,0.4521533333333332,0.4521533333333332,0.41299099999999944,0.9739999999999981,0.9739999999999981,0.9209999999999998,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
0.9900000000000007,0.46194499999999983,0.46194499999999983,0.4222519999999994,0.984499999999998,0.984499999999998,0.9312999999999998,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0000000000000007,0.4718416666666665,0.4718416666666665,0.4316159999999994,0.994999999999998,0.994999999999998,0.9415999999999998,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0100000000000007,0.4818433333333331,0.4818433333333331,0.44108299999999934,1.0054999999999978,1.0054999999999978,0.9518999999999997,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0200000000000007,0.4919499999999998,0.4919499999999998,0.4506529999999993,1.0159999999999978,1.0159999999999978,0.9621999999999997,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0300000000000007,0.5021616666666664,0.5021616666666664,0.4603259999999993,1.0264999999999977,1.0264999999999977,0.9724999999999997,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0400000000000007,0.512478333333333,0.512478333333333,0.47010199999999924,1.0369999999999977,1.0369999999999977,0.9827999999999997,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0500000000000007,0.5228999999999997,0.5228999999999997,0.4799809999999992,1.0474999999999977,1.0474999999999977,0.9930999999999996,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0600000000000007,0.5334266666666664,0.5334266666666664,0.4899629999999992,1.0579999999999976,1.0579999999999976,1.0033999999999996,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0700000000000007,0.544058333333333,0.544058333333333,0.5000479999999993,1.0684999999999976,1.0684999999999976,1.0136999999999996,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0800000000000007,0.5547949999999996,0.5547949999999996,0.5102359999999992,1.0789999999999975,1.0789999999999975,1.0239999999999996,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.0900000000000007,0.5656366666666662,0.5656366666666662,0.5205269999999993,1.0894999999999975,1.0894999999999975,1.0342999999999996,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1000000000000008,0.5765833333333329,0.5765833333333329,0.5309209999999993,1.0999999999999974,1.0999999999999974,1.0445999999999995,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1100000000000008,0.5876349999999996,0.5876349999999996,0.5414179999999993,1.1104999999999974,1.1104999999999974,1.0548999999999995,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1200000000000008,0.5987916666666662,0.5987916666666662,0.5520179999999993,1.1209999999999973,1.1209999999999973,1.0651999999999995,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1300000000000008,0.6100533333333328,0.6100533333333328,0.5627209999999994,1.1314999999999973,1.1314999999999973,1.0754999999999995,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1400000000000008,0.6214199999999994,0.6214199999999994,0.5735269999999993,1.1419999999999972,1.1419999999999972,1.0857999999999994,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1500000000000008,0.6328916666666661,0.6328916666666661,0.5844359999999994,1.1524999999999972,1.1524999999999972,1.0960999999999994,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1600000000000008,0.6444683333333328,0.6444683333333328,0.5954479999999994,1.1629999999999971,1.1629999999999971,1.1063999999999994,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1700000000000008,0.6561499999999993,0.6561499999999993,0.6065629999999994,1.173499999999997,1.173499999999997,1.1166999999999994,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1800000000000008,0.667936666666666,0.667936666666666,0.6177809999999995,1.183999999999997,1.183999999999997,1.1269999999999993,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.1900000000000008,0.6798283333333326,0.6798283333333326,0.6291019999999995,1.194499999999997,1.194499999999997,1.1372999999999993,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.2000000000000008,0.6918249999999992,0.6918249999999992,0.6405259999999995,1.204999999999997,1.204999999999997,1.1475999999999993,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.2100000000000009,0.7039266666666659,0.7039266666666659,0.6520529999999995,1.215499999999997,1.215499999999997,1.1578999999999993,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.2200000000000009,0.7161333333333325,0.7161333333333325,0.6636829999999996,1.2259999999999969,1.2259999999999969,1.1681999999999992,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.2300000000000009,0.7284449999999991,0.7284449999999991,0.6754159999999996,1.2364999999999968,1.2364999999999968,1.1784999999999992,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.2400000000000009,0.7408616666666658,0.7408616666666658,0.6872519999999996,1.2469999999999968,1.2469999999999968,1.1887999999999992,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.2500000000000009,0.7533833333333324,0.7533833333333324,0.6991909999999997,1.2574999999999967,1.2574999999999967,1.1990999999999992,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.260000000000001,0.7660099999999991,0.7660099999999991,0.7112329999999997,1.2679999999999967,1.2679999999999967,1.2093999999999991,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.270000000000001,0.7787416666666657,0.7787416666666657,0.7233779999999996,1.2784999999999966,1.2784999999999966,1.2196999999999991,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.280000000000001,0.7915783333333323,0.7915783333333323,0.7356259999999997,1.2889999999999966,1.2889999999999966,1.229999999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.290000000000001,0.8045199999999989,0.8045199999999989,0.7479769999999997,1.2994999999999965,1.2994999999999965,1.240299999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.300000000000001,0.8175666666666656,0.8175666666666656,0.7604309999999996,1.3099999999999965,1.3099999999999965,1.250599999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.310000000000001,0.8307183333333322,0.8307183333333322,0.7729879999999997,1.3204999999999965,1.3204999999999965,1.260899999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.320000000000001,0.8439749999999988,0.8439749999999988,0.7856479999999997,1.3309999999999964,1.3309999999999964,1.271199999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.330000000000001,0.8573366666666654,0.8573366666666654,0.7984109999999996,1.3414999999999964,1.3414999999999964,1.281499999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.340000000000001,0.870803333333332,0.870803333333332,0.8112769999999997,1.3519999999999963,1.3519999999999963,1.291799999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.350000000000001,0.8843749999999987,0.8843749999999987,0.8242459999999997,1.3624999999999963,1.3624999999999963,1.302099999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.360000000000001,0.8980516666666654,0.8980516666666654,0.8373179999999997,1.3729999999999962,1.3729999999999962,1.312399999999999,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.370000000000001,0.9118333333333319,0.9118333333333319,0.8504929999999997,1.3834999999999962,1.3834999999999962,1.3226999999999989,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.380000000000001,0.9257199999999985,0.9257199999999985,0.8637709999999997,1.3939999999999961,1.3939999999999961,1.3329999999999989,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.390000000000001,0.9397116666666652,0.9397116666666652,0.8771519999999997,1.404499999999996,1.404499999999996,1.3432999999999988,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.400000000000001,0.9538083333333318,0.9538083333333318,0.8906359999999998,1.414999999999996,1.414999999999996,1.3535999999999988,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.410000000000001,0.9680099999999985,0.9680099999999985,0.9042229999999998,1.425499999999996,1.425499999999996,1.3638999999999988,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.420000000000001,0.9823166666666651,0.9823166666666651,0.9179129999999998,1.435999999999996,1.435999999999996,1.3741999999999988,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.430000000000001,0.9967283333333317,0.9967283333333317,0.9317059999999998,1.446499999999996,1.446499999999996,1.3844999999999987,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.440000000000001,1.0112449999999984,1.0112449999999984,0.9456019999999998,1.4569999999999959,1.4569999999999959,1.3947999999999987,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
1.450000000000001,1.0258666666666652,1.0258666666666652,0.9596009999999998,1.4674999999999958,1.4674999999999958,1.4050999999999987,1.0,1.0,1.0,10.0,10.0,6.0,0.0,0.0,0
